Site_code_LR,Occ_laufnr,Yearocc
PL_WIDO10,2694,1998
PL_WIDO13,2698,1998
NLr013,1322,2002
NLr013,1323,2001
NLr013,1321,2003
NLr013,1326,2005
NLr013,1318,2004
NLr013,1325,1999
NLr013,1324,2000
NLr013,1319,1998
NLr013,1320,1997
NLr013,1317,2006
NLr021,1329,1998
NLr021,1327,2006
NLr021,1328,2004
NLr021,1336,2005
NLr021,1331,2003
NLr021,1333,2001
NLr021,1332,2002
NLr021,1330,1997
NLr021,1334,2000
NLr021,1335,1999
NLr004,1312,2003
NLr004,1309,1997
NLr004,1310,2003
NLr004,1311,2002
NLr004,1306,2006
NLr004,1315,1999
NLr004,1314,2000
NLr004,1313,2001
NLr004,1307,2004
NLr004,1316,2005
NLr004,1308,1998
NLr002,1302,2002
NLr002,1305,1999
NLr002,1303,2001
NLr002,1304,2000
NLr002,1299,2006
NLr002,1300,1998
NLr002,1301,1997
RS520,4772,2007
RS524,4776,2007
RS153,4748,2007
RS521,4773,2007
RS522,4774,2007
RS523,4775,2007
RS149,4744,2007
RS150,4745,2007
RS519,4771,2007
RS151,4746,2007
RS152,4747,2007
DELRT005,3393,2007
DELR1482N,1100,2002
DELR15,3296,2006
DELR0320N,3891,1999
ATDONA165,7,1999
ATDONA165,8,1999
ATDONA165,6,1999
DELR0787N,558,2001
DELR0787N,3308,2007
DELR0378N,3892,2000
DELR0407N,3829,2000
DELR0407N,3831,2002
DELR0407N,3830,2001
DELRT013M,3337,2008
DELRT013J,3333,2009
DELRT013J,3332,2008
DELR0774N,557,2004
DELR0774N,545,2004
DELR0774N,546,2004
DELR0776N,549,2004
DELR0776N,550,2004
DELR0404N,406,2000
DELR0775N,547,2004
DELR0775N,548,2004
NLr034,1374,2004
NLr034,1369,2002
NLr034,1379,2003
NLr034,1385,2003
NLr034,1391,2006
NLr034,1389,2000
NLr034,1393,2000
NLr034,1396,1999
NLr034,1366,2001
NLr034,1380,2004
NLr034,1376,1998
NLr034,1368,2000
NLr034,1388,1999
NLr034,1383,2003
NLr034,1401,2004
NLr034,1400,2003
NLr034,1373,2000
NLr034,1403,2002
NLr034,1384,2000
NLr034,1402,1998
NLr034,1377,2004
NLr034,2002,1998
NLr034,1996,2005
NLr034,1981,2003
NLr034,1999,1999
NLr034,1959,2000
NLr034,1969,1997
NLr034,1399,1998
NLr034,1381,2001
NLr034,1397,1999
NLr034,1387,2006
NLr034,1983,2001
NLr034,1386,2001
NLr034,1398,2004
NLr034,1370,2000
NLr034,1382,2002
NLr034,1404,2003
NLr034,1375,2005
NLr034,1367,2002
NLr034,1371,2001
NLr034,1392,1999
NLr034,1961,2006
NLr034,1395,1997
NLr034,1394,1997
NLr034,1390,2005
NLr034,1985,2006
NLr034,1378,1998
NLr034,1990,1999
NLr034,1964,2005
NLr034,1978,1997
NLr034,1957,2002
NLr034,1984,2002
NLr034,1971,2005
NLr034,1372,2006
NLr034,2004,1998
NLr034,1988,2005
NLr034,1979,2001
NLr034,1982,2000
NLr034,1986,2000
NLr034,1989,2006
NLr034,1976,1998
NLr034,2000,1999
NLr034,1967,2005
NLr034,1965,2006
NLr034,1992,2005
NLr034,1970,2004
NLr034,1991,2000
NLr034,1963,2001
NLr034,1993,2006
NLr034,1973,2003
NLr034,1958,2003
NLr034,1962,2000
NLr034,1998,1999
NLr034,1977,2003
NLr034,1968,2006
NLr034,2003,2004
NLr034,1975,1997
NLr034,2005,2004
NLr034,1974,2004
NLr034,1954,1998
NLr034,1994,1997
NLr034,1972,1998
NLr034,1955,2003
NLr034,1980,2002
NLr034,1956,2001
NLr034,1966,2000
NLr034,1995,1999
NLr034,1997,1997
NLr034,2001,1999
NLr034,1960,2002
NLr034,1987,2001
NLr070,1431,2005
NLr070,1428,2006
NLr070,1441,2003
NLr070,1425,2003
NLr070,1410,2000
NLr070,1407,2001
NLr070,1408,2002
NLr070,1411,2001
NLr070,1413,2006
NLr070,1424,2002
NLr070,1432,1997
NLr070,1437,2004
NLr070,1409,2006
NLr070,1418,1998
NLr070,1417,2004
NLr070,1415,2005
NLr070,1426,2006
NLr070,1430,2000
NLr070,1433,1997
NLr070,2035,1998
NLr070,1439,2003
NLr070,1438,1998
NLr070,1416,1998
NLr070,1436,1998
NLr070,1423,2000
NLr070,1419,2003
NLr070,1405,2001
NLr070,1435,2004
NLr070,1414,2004
NLr070,1440,2002
NLr070,1412,2005
NLr070,1421,2002
NLr070,1422,2001
NLr070,1406,2000
NLr070,1427,2005
NLr070,1420,1997
NLr070,2006,1998
NLr070,1429,1999
NLr070,2023,2001
NLr070,2028,1999
NLr070,2011,2002
NLr070,1434,1999
NLr070,2019,1997
NLr070,2012,2001
NLr070,2032,1999
NLr070,2030,1999
NLr070,2029,1997
NLr070,2033,1998
NLr070,2010,2000
NLr070,2008,2001
NLr070,2016,1997
NLr070,2013,2000
NLr070,2021,2001
NLr070,2031,1999
NLr070,2027,1997
NLr070,2015,2006
NLr070,2007,2002
NLr070,2014,2005
NLr070,2026,2006
NLr070,2034,2004
NLr070,2025,2005
NLr070,2022,2002
NLr070,2020,1998
NLr070,2017,2004
NLr070,2009,2003
NLr070,2018,2003
NLr070,2024,2000
NLr031,1346,1998
NLr031,1363,1998
NLr031,1364,1998
NLr031,1357,2000
NLr031,1351,2003
NLr031,1348,2002
NLr031,1347,2001
NLr031,1361,1999
NLr031,1340,2001
NLr031,1342,2005
NLr031,1345,2005
NLr031,1356,1999
NLr031,1354,2000
NLr031,1350,2001
NLr031,1353,1999
NLr031,1355,2005
NLr031,1358,2005
NLr031,1338,2000
NLr031,1339,2000
NLr031,1349,2000
NLr031,1359,1997
NLr031,1360,1997
NLr031,1343,2006
NLr031,1341,2006
NLr031,1365,2003
NLr031,1344,2004
NLr031,1362,2004
NLr031,1337,2002
NLr031,1917,2005
NLr031,1921,2006
NLr031,1950,2004
NLr031,1941,2006
NLr031,1938,2005
NLr031,1923,2004
NLr031,1926,2003
NLr031,1943,1999
NLr031,1352,2006
NLr031,1942,1997
NLr031,1919,2000
NLr031,1932,2001
NLr031,1940,1999
NLr031,1952,2003
NLr031,1949,2004
NLr031,1927,2004
NLr031,1946,1999
NLr031,1934,2003
NLr031,1922,1998
NLr031,1920,2004
NLr031,1928,1997
NLr031,1933,2002
NLr031,1925,1998
NLr031,1912,2003
NLr031,1953,2004
NLr031,1931,1997
NLr031,1930,2003
NLr031,1935,2000
NLr031,1947,1999
NLr031,1916,2001
NLr031,1937,2000
NLr031,1948,1999
NLr031,1914,2001
NLr031,1918,2006
NLr031,1915,2000
NLr031,1936,2001
NLr031,1929,2002
NLr031,1924,2005
NLr031,1951,1998
NLr031,1944,2005
NLr031,1939,2006
NLr031,1945,1997
NLr031,1913,2002
DELR0001N,11,2005
DELR0731N,532,2005
HR593,4512,2007
HR586,4505,2007
HR589,4508,2007
HR587,4506,2007
HR592,4511,2007
HR588,4507,2007
HR590,4509,2007
HR595,4514,2007
HR594,4513,2007
HR591,4510,2007
DELR0636N,3551,2006
AT208,4243,2007
AT201,4236,2007
AT209,4244,2007
AT214,4250,2007
AT202,4237,2007
AT215,4251,2007
AT204,4239,2007
AT216,4252,2007
AT18,4216,2007
AT13,4200,2007
AT14,4201,2007
AT24,4260,2007
AT23,4256,2007
AT22,4254,2007
AT15,4202,2007
AT21,4245,2007
AT17,4209,2007
AT19,4223,2007
AT20,4234,2007
AT16,4203,2007
AT205,4240,2007
AT197,4231,2007
AT207,4242,2007
AT217,4253,2007
AT203,4238,2007
AT213,4249,2007
AT212,4248,2007
AT206,4241,2007
AT199,4233,2007
AT211,4247,2007
AT210,4246,2007
AT200,4235,2007
AT198,4232,2007
PL_NAR08_SZ,2580,1999
DE101,4462,2007
DE109,4470,2007
DE108,4469,2007
DE107,4468,2007
DE106,4467,2007
DE104,4465,2007
DE103,4464,2007
DE102,4463,2007
DE110,4472,2007
DE105,4466,2007
PL_WISR01,2703,1999
PL_WISR01_SO,2702,1999
PL_WIDO08,2690,2000
PL_WIDO08,2691,2000
DELR4,3301,2008
DELR1485N,1102,2002
DELR6,3298,2008
DELR9999H,3680,2007
DELR9996H,3682,2007
DELR9997H,3681,2007
DELR02,3303,2008
ATDONA168,10,1999
ATDONA168,9,1999
PL_NID05,2667,1999
DELRT014,1105,2001
DELRT014,1104,2001
DELRT014,1109,2002
DELRT014,1107,2002
DELRT014,1106,2002
DELRT014,1108,2002
DELR1508N,1126,2006
PL_NAR05_SO,2577,1999
PL_NARPN08,2645,2005
PL_NARPN08,2641,2004
PL_NARPN08,2643,2005
PL_NARPN08,2647,2005
PL_NARPN08,2640,2004
PL_NARPN08,2642,2005
PL_NARPN08,2644,2005
PL_NARPN08,2639,2004
PL_NARPN08,2646,2005
PL_NARPN09_SO,2654,2005
PL_NARPN09_SO,2656,2005
PL_NARPN09_SO,2652,2004
PL_NARPN09_SO,2658,2005
PL_NARPN09_SO,2651,2004
PL_NARPN09_SO,2657,2005
PL_NARPN09_SO,2650,2004
PL_NARPN09_SO,2659,2005
PL_NARPN09_SO,2655,2005
PL_NARPN09_SO,2648,2000
PL_NARPN09_SO,2649,2000
PL_NARPN09_SO,2653,2005
PL_NARPN07,2637,2000
PL_NARPN07,2636,2000
PL_NARPN10_SO,2661,2000
PL_NARPN10_SO,2662,2000
PL_NARPN08_SO,2638,2001
DELR0437N,3905,2002
DELR0437N,3906,2003
DELR0437N,3904,2001
DELR0367N,3489,2000
DELR0367N,3490,2003
DELR0367N,3491,2006
DELR0367N,3492,2007
DELRT020N,3637,1998
DELRT020N,3636,1998
DELRT020N,3635,1997
DELRT020N,3634,1997
DELRT020N,3633,1997
DELRT020N,3638,1999
DELRT020N,3641,2000
DELRT020N,3639,1999
DELRT020N,3640,1999
DELRT020N,3643,2000
DELRT020N,3642,2000
DELRT020N,3630,2002
DELRT020N,3629,2001
DELRT020N,3631,2003
DELRT020N,3632,2004
DELRT020N,3617,1998
DELRT020N,3624,1999
DELRT020N,3627,2000
DELRT020N,3625,2000
DELRT020N,3626,2000
DELRT020N,3619,1998
DELRT020N,3612,1997
DELRT020N,3623,1999
DELRT020N,3628,2000
DELRT020N,3620,1998
DELRT020N,3616,1997
DELRT020N,3615,1997
DELRT020N,3614,1997
DELRT020N,3618,1998
DELRT020N,3613,1997
DELRT020N,3621,1999
DELRT020N,3622,1999
PL_BIE05,2561,1998
PL_NAR03,2575,1999
DELRT003,3359,2002
DELRT003,3386,2008
DELRT003,3358,2002
DELRT003,3366,2003
DELRT003,3369,2004
DELRT003,3344,2000
DELRT003,3360,2002
DELRT003,3363,2002
DELRT003,3376,2005
DELRT003,3374,2005
DELRT003,3349,2001
DELRT003,3380,2006
DELRT003,3384,2007
DELRT003,3378,2006
DELRT003,3355,2002
DELRT003,3389,2007
DELRT003,3351,2001
DELRT003,3382,2007
DELRT003,3388,2008
DELRT003,3372,2004
DELRT003,3375,2005
DELRT003,3361,2002
DELRT003,3353,2001
DELRT003,3354,2002
DELRT003,3343,2000
DELRT003,3364,2003
DELRT003,3365,2003
DELRT003,3370,2004
DELRT003,3373,2005
DELRT003,3387,2008
DELRT003,3368,2003
DELRT003,3338,1998
DELRT003,3357,2002
DELRT003,3356,2002
DELRT003,3381,2007
DELRT003,3377,2006
DELRT003,3348,2001
DELRT003,3379,2006
DELRT003,3383,2007
DELRT003,3345,2000
DELRT003,3385,2008
DELRT003,3350,2001
DELRT003,3352,2001
DELRT003,3371,2004
DELRT003,3346,2000
DELRT003,3367,2003
DELRT003,3341,1999
DELRT003,3347,2001
DELRT003,3340,1999
DELRT003,3339,1999
DELRT003,3342,1999
DELRT003,3362,2002
DELRT003,3443,2002
DELRT003,3442,2002
DELRT003,3427,2000
DELRT003,3463,2007
DELRT003,3446,2003
DELRT003,3455,2005
DELRT003,3435,2001
DELRT003,3441,2002
DELRT003,3459,2006
DELRT003,3481,2008
DELRT003,3437,2001
DELRT003,3444,2002
DELRT003,3452,2004
DELRT003,3439,2002
DELRT003,3458,2006
DELRT003,3461,2007
DELRT003,3457,2006
DELRT003,3425,2000
DELRT003,3431,2001
DELRT003,3418,1998
DELRT003,3433,2001
DELRT003,3479,2008
DELRT003,3453,2005
DELRT003,3450,2004
DELRT003,3448,2003
DELRT003,3478,2008
DELRT003,3445,2003
DELRT003,3429,2000
DELRT003,3423,1999
DELRT003,3419,1998
DELRT003,3420,1999
DELRT003,3436,2001
DELRT003,3440,2002
DELRT003,3451,2004
DELRT003,3430,2001
DELRT003,3447,2003
DELRT003,3454,2005
DELRT003,3438,2002
DELRT003,3460,2007
DELRT003,3449,2004
DELRT003,3426,2000
DELRT003,3462,2007
DELRT003,3432,2001
DELRT003,3480,2008
DELRT003,3424,2000
DELRT003,3456,2006
DELRT003,3434,2001
DELRT003,3428,2000
DELRT003,3421,1999
DELRT003,3422,1999
DELR03,3302,2008
DELRT001,3390,2007
PL_NARPN03,2613,2004
PL_NARPN03,2612,2004
PL_NARPN03,2611,2004
PL_NARPN03,2614,2005
PL_NARPN03,2615,2005
PL_NARPN03,2616,2005
PL_NARPN03,2610,2000
PL_NARPN03,2617,2005
PL_NARPN03,2609,2000
PL_NARPN02_SO,2598,2004
PL_NARPN02_SO,2600,2005
PL_NARPN02_SO,2604,2005
PL_NARPN02_SO,2602,2005
PL_NARPN02_SO,2594,2000
PL_NARPN02_SO,2596,2004
PL_NARPN02_SO,2595,2000
PL_NARPN02_SO,2597,2004
PL_NARPN02_SO,2599,2005
PL_NARPN02_SO,2603,2005
PL_NARPN02_SO,2605,2005
PL_NARPN02_SO,2601,2005
SK944,4839,2007
SK945,4840,2007
HU72,4589,2007
HU71,4588,2007
HU67,4584,2007
HU74,4591,2007
HU64,4581,2007
HU65,4582,2007
HU70,4587,2007
HU406,4524,2007
HU66,4583,2007
HU405,4523,2007
HU403,4521,2007
HU404,4522,2007
HU407,4525,2007
HU402,4520,2007
HU401,4519,2007
HU73,4590,2007
HU68,4585,2007
HU69,4586,2007
HU408,4526,2007
DELR0648N,3565,2006
DELR0648N,3566,2007
DELR0285N,3534,2002
DELR0285N,3532,1999
DELR0285N,3536,2004
DELR0285N,3538,2006
DELR0285N,3537,2005
DELR0285N,3539,2007
DELR0285N,3533,2000
DELR0285N,3535,2003
DELR0463N,3530,2002
DELR0463N,3531,2004
DELRT011,3915,2001
DELRT011,3516,2001
DELRT011,3520,2002
DELRT011,3524,2003
DELRT011,3521,2002
DELRT011,3519,2002
DELRT011,3525,2003
DELRT011,3523,2003
DELRT011,3526,2004
DELRT011,3522,2002
DELRT011,3528,2006
DELRT011,3518,2001
DELRT011,3515,1999
DELRT011,3529,2007
DELRT011,3527,2005
DELRT011,3517,2000
DELR0329N,3547,2002
DELR0329N,3546,2000
DELR0329N,3548,2003
DELR0329N,3549,2004
DELR0329N,3550,2005
DELR0329N,3545,1999
DELR16,3309,2006
HU98,4617,2007
HU987,4622,2007
HU93,4610,2007
HU985,4620,2007
HU99,4625,2007
HU986,4621,2007
HU493,4571,2007
HU100,4515,2007
HU95,4612,2007
HU96,4613,2007
HU988,4623,2007
HU989,4624,2007
HU94,4611,2007
HU495,4573,2007
HU498,4576,2007
HU502,4580,2007
HU499,4577,2007
HU500,4578,2007
HU491,4569,2007
HU496,4574,2007
HU494,4572,2007
HU497,4575,2007
HU501,4579,2007
HU492,4570,2007
HU97,4614,2007
DELRT013,1117,2001
DELRT013,1116,2001
DELRT013,1118,2002
DELRT013,1119,2002
DELRT013,1121,2002
DELRT013,3318,2009
DELRT013,1120,2002
DELRT013A,3319,2009
DELRT013C,3321,2009
PL_NID01,2663,1998
PL_BIE02,2558,1997
PL_BIEMSC_SO,2570,1997
DELR0394N,3899,2004
DELR0394N,3896,2001
DELR0394N,3897,2002
DELR0394N,3898,2003
RO666,4665,2007
RO667,4666,2007
RO668,4667,2007
RO669,4668,2007
RO670,4669,2007
DELRT006,3394,2007
DELRT013L,3336,2007
DE12,4473,2007
DE3,4475,2007
DE7,4479,2007
DE9,4481,2007
DE1,4460,2007
DE11,4471,2007
DE2,4474,2007
DE8,4480,2007
DE4,4476,2007
DE5,4477,2007
DE6,4478,2007
DE10,4461,2007
NLr100,1468,2006
NLr100,1470,2005
NLr100,1456,2004
NLr100,1459,1998
NLr100,1465,2001
NLr100,1461,2003
NLr100,1460,2002
NLr100,1454,1999
NLr100,1466,2000
NLr100,1463,2002
NLr100,1471,2006
NLr100,1455,1999
NLr100,1464,2003
NLr100,1457,2004
NLr100,1458,1998
NLr100,1462,1997
NLr100,1472,2005
NLr100,1467,2001
NLr100,1469,2000
NLr100,2067,2005
NLr100,2057,2004
NLr100,2058,1998
NLr100,2061,2003
NLr100,2062,2003
NLr100,2065,2005
NLr100,2055,2004
NLr100,2056,1998
NLr100,2066,2006
NLr100,2060,2002
NLr100,2064,2000
NLr100,2054,1999
NLr100,2059,1997
NLr100,2063,2001
NLr076,1444,2004
NLr076,1451,2006
NLr076,1443,2004
NLr076,1452,2005
NLr076,1453,1997
NLr076,1445,1998
NLr076,1447,2003
NLr076,1449,2001
NLr076,1450,2000
NLr076,1442,1999
NLr076,1448,1997
NLr076,2038,1998
NLr076,1446,2002
NLr076,2041,1997
NLr076,2037,1999
NLr076,2052,1997
NLr076,2049,2006
NLr076,2048,2001
NLr076,2047,2000
NLr076,2042,2002
NLr076,2044,2002
NLr076,2050,2000
NLr076,2043,1997
NLr076,2051,2006
NLr076,2046,2001
NLr076,2036,1999
NLr076,2040,1998
NLr076,2053,2005
NLr076,2039,2004
NLr076,2045,2003
PL_NAR06_SZ,2578,1999
RS128,4729,2007
RS129,4730,2007
RS504,4756,2007
RS505,4757,2007
RS124,4725,2007
RS125,4726,2007
RS127,4728,2007
RS126,4727,2007
PL_BIE03,2559,1997
PL_NARPN06,2634,2005
PL_NARPN06,2632,2005
PL_NARPN06,2633,2005
AT368,4350,2007
AT364,4346,2007
AT365,4347,2007
AT366,4348,2007
AT367,4349,2007
AT31,4314,2007
AT30,4308,2007
AT323,4316,2007
AT342,4337,2007
AT334,4328,2007
AT32,4315,2007
AT27,4275,2007
AT343,4338,2007
AT335,4329,2007
AT336,4330,2007
AT29,4297,2007
AT337,4331,2007
AT326,4319,2007
AT341,4336,2007
AT333,4327,2007
AT331,4325,2007
AT332,4326,2007
AT330,4324,2007
AT344,4339,2007
AT329,4322,2007
AT324,4317,2007
AT339,4333,2007
AT338,4332,2007
AT28,4286,2007
AT340,4335,2007
AT328,4321,2007
AT325,4318,2007
AT327,4320,2007
AT358,4344,2007
AT359,4345,2007
AT357,4343,2007
DELRT019OM,3658,1999
DELRT019OM,3656,1997
DELRT019OM,3657,1998
DELRT019OM,3647,1997
DELRT019OM,3646,1997
DELRT019OM,3649,1998
DELRT019OM,3645,1997
DELRT019OM,3650,1998
DELRT019OM,3654,1999
DELRT019OM,3651,1998
DELRT019OM,3648,1998
DELRT019OM,3655,1999
DELRT019OM,3652,1999
DELRT019OM,3653,1999
DELRT019OM,3644,1997
HU978,4615,2007
HU979,4616,2007
HU981,4619,2007
HU980,4618,2007
RO656,4663,2007
RO651,4658,2007
RO657,4664,2007
RO653,4660,2007
RO652,4659,2007
RO654,4661,2007
RO655,4662,2007
SK946,4841,2007
SK947,4842,2007
PL_BIE07,2563,1999
PL_BIEBIA_SO,2564,1998
PL_BIEBIA_SO,2565,1999
PL_BIEFOS_SO,2568,1999
PL_BIEMOS_SZ,2569,1999
PL_BIEOSO_SO,2571,1999
PL_WIWA01,2725,1997
PL_WIWA01,2724,1997
NLr105,1483,2005
NLr105,1485,2002
NLr105,1474,1999
NLr105,1484,2005
NLr105,1482,2006
NLr105,1481,2002
NLr105,2073,2002
NLr105,1473,1999
NLr105,1478,2003
NLr105,1477,1997
NLr105,1475,2004
NLr105,1479,2001
NLr105,1476,1998
NLr105,1480,2000
NLr105,2076,2005
NLr105,2074,2000
NLr105,2070,1998
NLr105,2069,2004
NLr105,2075,2002
NLr105,2077,2006
NLr105,2068,1999
NLr105,2071,2003
NLr105,2072,2001
NLr121,1533,2005
NLr121,1532,2006
NLr121,1525,1999
NLr121,1528,2003
NLr121,1530,2001
NLr121,1526,2004
NLr121,1527,1998
NLr121,1534,2002
NLr121,1529,1997
NLr121,1531,2000
NLr121,2118,2005
NLr121,2117,2006
NLr121,2115,2000
NLr121,2112,1997
NLr121,2111,1998
NLr121,2110,2004
NLr121,2109,1999
NLr121,2116,2002
NLr121,2113,2003
NLr121,2114,2001
RS518,4770,2007
RS512,4764,2007
RS515,4767,2007
RS516,4768,2007
RS144,4739,2007
RS513,4765,2007
RS517,4769,2007
RS514,4766,2007
RS148,4743,2007
RS146,4741,2007
RS147,4742,2007
RS143,4738,2007
RS145,4740,2007
DELR0499N,3850,2003
DELR0773N,544,2002
PL_NID02,2664,1998
PL_NID03,2665,1998
PL_NID04,2666,1998
DELR13,3297,2008
DELR0270N,3514,2007
DELR0270N,3513,2006
DELR0270N,3509,2000
DELR0270N,3512,2005
DELR0270N,3510,2003
DELR0270N,3511,2004
DELR0270N,3508,1999
DELRT012,3493,2001
DELRT012,3498,2002
DELRT012,3502,2003
DELRT012,3500,2002
DELRT012,3499,2002
DELRT012,3496,2001
DELRT012,3497,2002
DELRT012,3503,2003
DELRT012,3507,2007
DELRT012,3494,1999
DELRT012,3501,2003
DELRT012,3495,2000
DELRT012,3506,2006
DELRT012,3504,2004
DELRT012,3505,2005
DELR0553N,3913,2004
PL_WISR02,2705,1999
PL_WISR02,2704,1999
DELRT015,1111,2001
DELRT015,1110,2001
DELRT015,1115,2002
DELRT015,1112,2002
DELRT015,1113,2002
DELRT015,1114,2002
DELRT008,3396,2007
DELRRW1,3411,2009
DELRRW1,3408,2009
DELRRW1,3404,2008
DELRRW1,3406,2009
DELRRW1,3409,2009
DELRRW1,3412,2010
DELRRW1,3415,2010
DELRRW2,3405,2008
DELRRW2,3410,2009
DELRRW2,3407,2009
DELRRW2,3416,2010
DELRRW2,3413,2010
DELRRW3,3414,2010
DELRRW3,3417,2010
DELRT007,3395,2007
RO704,4695,2007
RO706,4697,2007
RO707,4698,2007
RO705,4696,2007
DELR1289N,849,2003
DELR1268N,823,2002
DELR1251N,817,2000
DELR1255N,821,2000
DELR1267N,822,2002
DELR1272N,827,2002
DELR1274N,829,2002
DELR1282N,840,2003
DELR1245N,811,2000
DELR1296N,859,2003
DELR1334N,863,2003
DELR1412N,1069,2006
DELR1412N,1067,2000
DELR1412N,1066,1998
DELR1412N,1068,2004
DELR1279N,835,2003
DELR1237N,803,2000
DELR1222N,788,2000
DELR1223N,789,2000
DELR1225N,791,2000
DELR1229N,795,2000
DELR1230N,796,2000
DELR1233N,799,2000
DELR1234N,800,2000
DELR1278N,834,2003
DELR1236N,802,2000
DELR1294N,856,2003
DELR1239N,805,2000
DELR1240N,806,2000
DELR1241N,807,2000
DELR1242N,808,2000
DELR1338N,867,2003
DELR1247N,813,2000
DELR1291N,852,2003
DELR1235N,801,2000
DELR1393N,1004,1999
DELR1372N,942,2006
DELR1372N,940,2000
DELR1372N,941,2004
DELR1372N,946,2002
DELR1372N,939,1998
DELR1374N,944,1997
DELR1297N,860,2003
DELR1377N,962,2004
DELR1377N,960,2003
DELR1377N,958,2000
DELR1378N,965,2002
DELR1380N,972,1996
DELR1380N,973,1996
DELR1385N,983,1996
DELR1385N,982,1996
DELR1386N,984,2003
DELR1387N,986,1998
DELR1387N,988,2004
DELR1387N,989,2006
DELR1387N,987,2000
DELR1387N,985,1997
DELR1387N,1005,2002
DELR1370N,937,1997
DELR1392N,1003,1996
DELR1373N,943,1996
DELR1396N,1014,2000
DELR1396N,1015,2004
DELR1396N,1016,2006
DELR1396N,1013,1998
DELR1401N,1034,2000
DELR1401N,1033,1998
DELR1401N,1035,2004
DELR1401N,1036,2006
DELR1402N,1038,2002
DELR1402N,1037,1997
DELR1403N,1039,1996
DELR1404N,1040,2002
DELR1405N,1043,2004
DELR1405N,1042,2000
DELR1405N,1044,2006
DELR1405N,1041,1998
DELR1410N,1061,2005
DELR1415N,1087,2001
DELR1415N,1090,2003
DELR1415N,1080,1997
DELR1415N,1089,2002
DELR1415N,1088,2002
DELR1415N,1091,2003
DELR1415N,1086,2001
DELR1415N,1078,1996
DELR1415N,1085,2000
DELR1415N,1094,2005
DELR1415N,1081,1997
DELR1415N,1093,2004
DELR1415N,1092,2004
DELR1414N,1077,2006
DELR1414N,1074,1998
DELR1388N,990,1998
DELR1388N,993,2006
DELR1388N,992,2004
DELR1354N,880,2004
DELR1343N,872,2003
DELR1366N,927,2006
DELR1366N,923,1998
DELR1366N,924,2000
DELR1366N,925,2002
DELR1366N,926,2004
DELR1342N,871,2003
DELR1339N,868,2003
DELR1347N,877,2003
DELR1376N,953,2000
DELR1376N,956,2000
DELR1376N,951,1999
DELR1376N,957,2000
DELR1376N,955,2000
DELR1376N,954,2000
DELR1376N,952,1999
DELR1376N,947,1998
DELR1353N,879,2004
DELR1356N,881,2004
DELR1356N,882,2006
DELR1358N,892,2002
DELR1359N,884,2000
DELR1359N,885,2004
DELR1359N,887,1996
DELR1359N,905,2005
DELR1359N,899,2004
DELR1359N,898,2004
DELR1359N,903,2003
DELR1359N,897,2002
DELR1359N,894,1998
DELR1359N,888,1997
DELR1359N,895,1999
DELR1359N,890,1997
DELR1359N,893,1998
DELR1360N,900,2001
DELR1363N,914,1998
DELR1363N,917,2006
DELR1363N,916,2004
DELR1363N,915,2000
NLr133,1550,2003
NLr133,2158,2006
NLr133,2176,2001
NLr133,1549,1997
NLr133,1560,1997
NLr133,1558,1998
NLr133,1565,2001
NLr133,2175,2002
NLr133,2170,2006
NLr133,1555,2006
NLr133,1556,2005
NLr133,1546,2005
NLr133,1545,2006
NLr133,1561,1999
NLr133,2165,2002
NLr133,1547,2004
NLr133,1554,1999
NLr133,1548,1998
NLr133,1562,2002
NLr133,1557,2004
NLr133,2163,2002
NLr133,1564,2000
NLr133,1559,2003
NLr133,1552,2001
NLr133,1563,2001
NLr133,2173,1997
NLr133,1553,2000
NLr133,2169,2006
NLr133,2162,1997
NLr133,2177,2000
NLr133,2157,2006
NLr133,2160,1998
NLr133,1551,2002
NLr133,2168,1999
NLr133,2167,2000
NLr133,2178,1999
NLr133,2164,2003
NLr133,2166,2001
NLr133,2171,2005
NLr133,2172,2004
NLr133,2174,2003
NLr133,2159,2005
NLr133,2161,2004
NLr143,1622,2001
NLr143,1615,2004
NLr143,1620,2002
NLr143,1604,2006
NLr143,1605,2004
NLr143,1602,2002
NLr143,1611,2000
NLr143,2241,2001
NLr143,1610,2001
NLr143,1621,2000
NLr143,1612,1999
NLr143,1614,2006
NLr143,1619,1999
NLr143,1603,2005
NLr143,1613,2005
NLr143,1618,1997
NLr143,1617,2003
NLr143,1609,2002
NLr143,1606,1998
NLr143,1608,2003
NLr143,2236,1997
NLr143,2224,1997
NLr143,2238,1997
NLr143,1607,1997
NLr143,2225,1998
NLr143,2226,1997
NLr143,2222,1998
NLr143,2232,1999
NLr143,1616,1998
NLr143,2240,2002
NLr143,2220,2006
NLr143,2233,2006
NLr143,2229,2001
NLr143,2227,2002
NLr143,2221,2005
NLr143,2239,2003
NLr143,2242,2000
NLr143,2234,2005
NLr143,2230,2000
NLr143,2235,2004
NLr143,2223,2004
NLr143,2228,2003
NLr143,2237,1998
NLr143,2231,1999
NLr143,2243,1999
NLr802,2555,2002
NLr802,2545,2001
NLr802,2553,1997
NLr802,2549,2006
NLr802,2538,2006
NLr802,2541,1998
NLr802,2542,1997
NLr802,2552,1998
NLr802,2554,2003
NLr802,2539,2005
NLr802,2546,2000
NLr802,2540,2004
NLr802,2550,2005
NLr802,2556,2000
NLr802,2551,2004
NLr802,2543,2002
NLr802,2544,2003
NLr802,2548,1999
NLr802,2547,1999
NLr802,2557,1999
