study,f_rich,rel_rich,operatn,site,X_WGS84,Y_WGS84,Gymnocephalus.schraetser,Alburnus.alburnus,Zingel.zingel,Gymnocephalus.baloni,Zingel.streber,Romanogobio.belingi,Lota.lota,Cottus.gobio,Salmo.trutta.fario,Abramis.ballerus,Eudontomyzon.mariae,Alburnoides.bipunctatus,Rutilus.pigus,Romanogobio.vladykovi,Sabanejewia.balcanica,Cobitis.elongatoides,Neogobius.cephalargoides,Benthophiloides.brauneri,Blicca.bjoerkna,Aspius.aspius,Barbus.barbus,Chondrostoma.nasus,Leuciscus.cephalus,Leuciscus.leuciscus,Perca.fluviatilis,Rutilus.rutilus,Sander.lucioperca,Sander.volgensis,Gobio.gobio,Leuciscus.idus,Pelecus.cultratus,Vimba.vimba,Abramis.brama,Esox.lucius,Gymnocephalus.cernuus,Anguilla.anguilla,Barbatula.barbatula,Carassius.carassius,Cyprinus.carpio,Gasterosteus.aculeatus,Silurus.glanis,Tinca.tinca,Rhodeus.amarus,Scardinius.erythrophthalmus,Thymallus.thymallus,Phoxinus.phoxinus,Abramis.sapa,Misgurnus.fossilis,Neogobius.gymnotrachelus,Neogobius.kessleri,Acipenser.ruthenus,Hucho.hucho,Syngnathus.abaster,Proterorhinus.marmoratus,Carassius.gibelio,Pseudorasbora.parva,Lepomis.gibbosus,Oncorhynchus.mykiss,Neogobius.melanostomus,Perccottus.glenii,Ameiurus.nebulosus,Hypophthalmichthys.molitrix,Neogobius.fluviatilis,Ameiurus.melas,Cobitis.taenia,Lampetra.fluviatilis,Salmo.trutta.trutta,Petromyzon.marinus,Sabanejewia.aurata,Pungitius.pungitius,Leucaspius.delineatus,Salmo.salar,Osmerus.eperlanus,Coregonus.lavaretus,Coregonus.maraena,Coregonus.peled,Salvelinus.fontinalis,Ctenopharyngodon.idella,Hypophthalmichthys.nobilis,Lampetra.planeri,Coregonus.oxyrinchus,Platichthys.flesus,Umbra.pygmaea,Dicentrarchus.labrax,Chelon.labrosus,Cottus.poecilopus,ab,n_rich,i_rich,i_ab,prop_i
Wolter_Danube,13,0.196969697,4460,DE1,13.01482,48.76867,0,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,13,8,0,1,0,0,1,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,11,2,33,0.138655462
Wolter_Danube,13,0.196969697,4474,DE2,13.0172,48.76587,0,231,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8,3,0,0,0,1,0,0,0,0,0,17,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,12,1,12,0.041522491
Wolter_Danube,11,0.166666667,4475,DE3,13.036489,48.749204,0,364,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,15,0,11,0,7,9,0,0,0,4,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,11,0,0,0
Wolter_Danube,11,0.166666667,4476,DE4,13.038063,48.745932,0,340,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,18,0,1,7,0,0,0,2,0,2,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,11,0,0,0
Wolter_Danube,4,0.060606061,4477,DE5,13.01351,48.76853,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,4,0,0,0
Wolter_Danube,6,0.090909091,4478,DE6,13.01051,48.77011,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,0,0,0
Wolter_Danube,4,0.060606061,4479,DE7,13.012442,48.770738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0
Wolter_Danube,5,0.075757576,4480,DE8,13.015937,48.76816,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,0
Wolter_Danube,5,0.075757576,4481,DE9,13.034999,48.751184,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,0,0
Wolter_Danube,6,0.090909091,4461,DE10,13.036978,48.74867,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0
Wolter_Danube,12,0.181818182,4471,DE11,13.01817,48.76552,0,300,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,5,1,5,2,9,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,11,1,1,0.00297619
Wolter_Danube,11,0.166666667,4473,DE12,13.017559,48.766747,0,300,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,1,2,3,1,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,11,0,0,0
Wolter_Danube,2,0.03030303,4812,SK38,17.0694,48.14447,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0
Wolter_Danube,9,0.136363636,4813,SK39,17.06171,48.14632,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,1,1,0.013888889
Wolter_Danube,6,0.090909091,4814,SK40,17.06204,48.14503,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0,0
Wolter_Danube,2,0.03030303,4815,SK41,17.0694,48.14447,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
Wolter_Danube,3,0.045454545,4816,SK42,17.06221,48.14257,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0
Wolter_Danube,3,0.045454545,4817,SK43,17.0602,48.14465,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0
Wolter_Danube,4,0.060606061,4818,SK44,17.06972,48.144867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,2,30,0.75
Wolter_Danube,10,0.151515152,4819,SK45,17.0694,48.14447,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,1,79,0.711711712
Wolter_Danube,8,0.121212121,4820,SK46,17.06766,48.14449,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,1,13,0.30952381
Wolter_Danube,6,0.090909091,4821,SK47,17.06236,48.14283,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0
Wolter_Danube,2,0.03030303,4822,SK48,17.0602,48.14465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
Wolter_Danube,6,0.090909091,4823,SK49,17.06931,48.1444,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,1,1,0.014084507
Wolter_Danube,4,0.060606061,4824,SK50,17.07207,48.1414,0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,1,1,0.014925373
Wolter_Danube,13,0.196969697,4825,SK51,17.07913,48.14299,0,86,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,10,3,125,0.512295082
Wolter_Danube,6,0.090909091,4826,SK52,17.07122,48.14155,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5,1,6,0.086956522
Wolter_Danube,5,0.075757576,4827,SK53,17.22476,48.0359,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,4,1,76,0.589147287
Wolter_Danube,2,0.03030303,4828,SK54,17.22026,48.03288,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0
Wolter_Danube,4,0.060606061,4829,SK55,17.21999,48.03505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,3,1,110,0.820895522
Wolter_Danube,3,0.045454545,4830,SK56,17.20853,48.03542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,21,0.913043478
Wolter_Danube,5,0.075757576,4831,SK57,17.20023,48.04597,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,1,8,0.148148148
Wolter_Danube,2,0.03030303,4832,SK58,17.1989,48.04952,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
Wolter_Danube,13,0.196969697,4833,SK59,17.19465,48.05285,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,27,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,9,0,0,0,3,65,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,10,3,93,0.537572254
Wolter_Danube,4,0.060606061,4834,SK60,17.18312,48.05753,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,1,54,0.870967742
Wolter_Danube,1,0.015151515,4835,SK61,17.1839,48.05723,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0
Wolter_Danube,2,0.03030303,4836,SK62,17.23617,48.03203,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0
Wolter_Danube,3,0.045454545,4837,SK63,17.24432,48.02641,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,1,132,0.923076923
Wolter_Danube,11,0.166666667,4581,HU64,17.65743,47.79532,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,9,2,9,0.104651163
Wolter_Danube,5,0.075757576,4582,HU65,17.65946,47.79308,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0
Wolter_Danube,3,0.045454545,4583,HU66,17.66418,47.78924,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0
Wolter_Danube,5,0.075757576,4584,HU67,17.67474,47.78326,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,2,13,0.302325581
Wolter_Danube,3,0.045454545,4585,HU68,17.68293,47.77821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
Wolter_Danube,2,0.03030303,4586,HU69,17.69916,47.76798,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0
